net,length_um
_03661_,58.06
_09680_,58.04
_02508_,57.96
clknet_leaf_164_clk,57.96
_07792_,57.935
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.t_reg\[24\],57.88
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.t_reg\[28\],57.82
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[27\],57.78
_03936_,57.7
clknet_leaf_244_clk,57.68
_09826_,57.62
_08587_,57.6
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[13\],57.6
clknet_leaf_3_clk,57.6
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.add_inst.a\[23\],57.595
_10140_,57.54
_11622_,57.54
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[37\],57.54
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.add_inst.b\[15\],57.52
clknet_leaf_70_clk,57.52
clknet_leaf_264_clk,57.52
_03639_,57.48
clknet_leaf_220_clk,57.44
_11473_,57.42
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[31\],57.42
_04774_,57.4
_11829_,57.385
net359,57.38
clknet_leaf_230_clk,57.38
_07887_,57.34
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.add_inst.a\[19\],57.33
_06176_,57.3
_11367_,57.28
clknet_leaf_290_clk,57.28
_02657_,57.22
_11643_,57.2
_11902_,57.2
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[26\],57.2
clknet_leaf_390_clk,57.2
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[14\],57.18
clknet_leaf_74_clk,57.18
_03922_,57.16
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[23\],57.16
net1282,57.14
_11220_,57.12
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[21\],57.12
_11316_,57.1
_02673_,57.075
_09589_,57
_06124_,56.98
_09197_,56.98
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[15\],56.98
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.acc_high\[25\],56.96
clknet_leaf_248_clk,56.94
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[18\],56.93
_09266_,56.92
_04727_,56.86
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.add_inst.a\[24\],56.86
_09452_,56.84
_11645_,56.8
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[35\],56.78
_08952_,56.775
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[32\],56.76
_05912_,56.745
clknet_leaf_292_clk,56.74
_07071_,56.72
_09693_,56.7
clknet_leaf_97_clk,56.68
clknet_leaf_316_clk,56.68
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[26\],56.645
_11273_,56.64
_11528_,56.64
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[26\],56.62
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.a\[20\],56.6
_03671_,56.58
_09581_,56.56
clknet_leaf_91_clk,56.52
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.add_inst.a\[31\],56.5
clknet_leaf_160_clk,56.46
stage8_inst.stage4_upper.pair1_done,56.44
clknet_leaf_202_clk,56.42
_03297_,56.38
_08285_,56.38
_06259_,56.34
_03391_,56.3
_06384_,56.3
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[0\],56.3
clknet_leaf_289_clk,56.26
net352,56.24
clknet_leaf_233_clk,56.24
_05480_,56.235
clknet_leaf_168_clk,56.22
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[20\],56.155
_03601_,56.14
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.acc_high\[0\],56.13
_03907_,56.12
_05859_,56.12
clknet_leaf_342_clk,56.12
_09531_,56.1
_11910_,56.09
_03779_,56.06
_06007_,56.02
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.add_inst.b\[13\],56
_05888_,55.98
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[1\],55.92
_11245_,55.88
clknet_leaf_165_clk,55.83
clknet_leaf_313_clk,55.82
_06032_,55.8
_09379_,55.8
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.add_inst.a\[26\],55.8
_03811_,55.78
clknet_leaf_101_clk,55.78
_08287_,55.74
clknet_leaf_348_clk,55.74
clknet_leaf_261_clk,55.72
_11853_,55.7
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[8\],55.7
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.a\[9\],55.68
_09427_,55.65
_11394_,55.625
_09356_,55.6
clknet_leaf_208_clk,55.6
clknet_leaf_35_clk,55.54
clknet_leaf_135_clk,55.54
_07868_,55.495
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[1\],55.48
_09312_,55.475
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[57\],55.46
_03670_,55.44
_11602_,55.44
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[30\],55.44
clknet_leaf_384_clk,55.44
_09176_,55.42
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.t_reg\[18\],55.4
_09448_,55.38
_11479_,55.36
clknet_leaf_31_clk,55.36
_09345_,55.3
_05870_,55.28
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[17\],55.26
_05837_,55.23
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.phase\[3\],55.21
_09654_,55.2
_05788_,55.14
_05842_,55.12
_09250_,55.12
clknet_leaf_224_clk,55.12
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.t_reg\[21\],55.095
clknet_leaf_394_clk,55.06
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[58\],55.02
_03608_,55
_04973_,54.98
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[46\],54.92
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[1\],54.915
_09556_,54.88
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[23\],54.86
clknet_leaf_204_clk,54.74
stage8_inst.stage4_upper.pair0_done,54.72
_07801_,54.71
_06003_,54.7
clknet_leaf_275_clk,54.7
_06101_,54.68
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.t_reg\[23\],54.68
clknet_leaf_235_clk,54.66
clknet_leaf_361_clk,54.64
_03645_,54.62
clknet_leaf_393_clk,54.62
_09485_,54.56
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.a\[7\],54.52
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[19\],54.52
_11465_,54.48
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[3\],54.46
_09211_,54.44
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[8\],54.44
clknet_leaf_295_clk,54.43
_06011_,54.42
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[12\],54.42
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[23\],54.34
clknet_leaf_105_clk,54.34
_11569_,54.32
clknet_leaf_282_clk,54.32
net284,54.31
_09318_,54.3
clknet_leaf_376_clk,54.3
_03374_,54.26
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[27\],54.245
_11820_,54.24
_06833_,54.22
_11506_,54.22
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[55\],54.2
_06156_,54.18
stage8_inst.out5\[17\],54.18
clknet_leaf_386_clk,54.18
clknet_leaf_125_clk,54.12
clknet_leaf_190_clk,54.12
_08148_,54.1
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[15\],54.1
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.add_inst.b\[21\],54.04
_09706_,54.02
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.a\[12\],53.96
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.add_inst.b\[17\],53.94
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.step_high,53.92
clknet_leaf_234_clk,53.92
_09588_,53.9
_03888_,53.88
clknet_leaf_137_clk,53.88
_04298_,53.84
_09552_,53.84
stage8_inst.out6\[31\],53.8
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[18\],53.78
_03708_,53.74
net207,53.73
_06294_,53.68
_11377_,53.68
_02317_,53.66
clknet_leaf_377_clk,53.66
_07733_,53.63
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.add_inst.a\[28\],53.6
clknet_leaf_188_clk,53.54
_03788_,53.47
net355,53.45
_03911_,53.38
_11390_,53.37
_11915_,53.32
_03859_,53.315
_03942_,53.295
_07867_,53.28
_03704_,53.27
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[3\],53.27
net914,53.26
net410,53.245
_05681_,53.2
_10379_,53.18
stage8_inst.out4\[22\],53.18
_03990_,53.16
_09450_,53.14
_08173_,53.12
clknet_leaf_17_clk,53.12
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[19\],53.075
clknet_leaf_16_clk,53.06
_03387_,53.02
_09613_,53
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.add_inst.b\[18\],52.98
_10885_,52.95
_05989_,52.945
_04103_,52.94
_03831_,52.93
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[34\],52.92
_06350_,52.9
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[28\],52.9
_03843_,52.88
_05943_,52.88
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[40\],52.84
_11650_,52.8
_03900_,52.78
_09221_,52.78
_03683_,52.76
_11769_,52.76
clknet_leaf_13_clk,52.76
_09444_,52.74
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.b\[18\],52.72
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.b\[20\],52.72
_04350_,52.7
_02612_,52.68
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[46\],52.68
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.t_reg\[22\],52.64
clknet_leaf_358_clk,52.64
_05884_,52.62
_09137_,52.6
_11409_,52.59
_03600_,52.58
clknet_leaf_334_clk,52.58
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[17\],52.575
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[20\],52.5
_09261_,52.48
net455,52.34
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[13\],52.3
_06391_,52.28
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.add_inst.a\[28\],52.28
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[18\],52.25
_09354_,52.22
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[11\],52.2
_10322_,52.185
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[23\],52.18
_03264_,52.15
_10809_,52.14
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.t_reg\[8\],52.12
_03590_,52.1
_09505_,52.1
_05061_,52.08
_09425_,52.04
_11947_,52.04
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.add_inst.b\[6\],52.04
net1667,52.02
_03755_,52
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[28\],52
_03945_,51.98
_09502_,51.96
clknet_leaf_366_clk,51.94
_11664_,51.9
_07651_,51.88
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[7\],51.845
_06073_,51.84
_12029_,51.84
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.add_inst.a\[23\],51.84
_04764_,51.78
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[13\],51.78
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.acc_high\[5\],51.76
_09311_,51.74
_08120_,51.7
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[11\],51.68
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.t_reg\[13\],51.68
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[10\],51.68
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[14\],51.66
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.t_reg\[25\],51.6
_06186_,51.54
_07597_,51.53
_03721_,51.52
_09445_,51.52
clknet_leaf_330_clk,51.52
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.add_inst.a\[13\],51.5
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.a\[14\],51.48
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.t_reg\[5\],51.48
_03356_,51.46
stage8_inst.out5\[13\],51.46
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.add_inst.a\[31\],51.46
_09408_,51.455
_03898_,51.44
_05221_,51.42
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[36\],51.36
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[15\],51.3
_09218_,51.28
_02389_,51.26
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.add_inst.b\[11\],51.24
clknet_leaf_109_clk,51.24
_03973_,51.22
net75,51.2
clknet_leaf_89_clk,51.16
clknet_leaf_405_clk,51.16
_09414_,51.1
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[9\],51.1
_11726_,51.02
_12023_,51.02
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[25\],50.965
_11949_,50.94
_11981_,50.94
clknet_leaf_111_clk,50.94
_05946_,50.92
_09451_,50.92
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[19\],50.88
_03764_,50.82
clknet_leaf_124_clk,50.82
_11497_,50.8
clknet_leaf_171_clk,50.8
_10381_,50.78
stage8_inst.out6\[10\],50.78
clknet_leaf_75_clk,50.78
_03894_,50.74
_10749_,50.74
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[12\],50.74
_09224_,50.7
net343,50.685
_03720_,50.68
_03793_,50.62
_05057_,50.62
_10843_,50.62
_11386_,50.58
net1001,50.58
net278,50.57
_03109_,50.54
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[5\],50.54
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[1\],50.52
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[29\],50.505
_04782_,50.5
_08279_,50.5
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[38\],50.5
_02444_,50.48
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[16\],50.48
_09392_,50.46
_03783_,50.42
_03923_,50.4
_11491_,50.34
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[29\],50.32
_08257_,50.24
_10344_,50.24
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[7\],50.22
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[4\],50.2
_07893_,50.06
_09666_,50.02
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[7\],49.98
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.t_reg\[29\],49.97
_06394_,49.96
_07869_,49.945
_05877_,49.94
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[10\],49.94
_02379_,49.93
_05891_,49.88
net125,49.84
_11737_,49.82
_03744_,49.8
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.acc_high\[26\],49.78
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.t_reg\[9\],49.75
_05800_,49.72
_07798_,49.72
clknet_leaf_169_clk,49.72
clknet_leaf_205_clk,49.675
_11526_,49.67
_11573_,49.64
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[17\],49.64
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.add_inst.a\[21\],49.62
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[7\],49.565
_04138_,49.56
_09173_,49.56
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.a\[11\],49.52
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[34\],49.49
_11663_,49.48
_03302_,49.46
_09350_,49.46
_11897_,49.42
clknet_leaf_131_clk,49.42
_05835_,49.405
_06236_,49.4
_11556_,49.4
_11763_,49.4
_07300_,49.36
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[3\],49.36
_03838_,49.355
_05465_,49.34
_04344_,49.32
_06726_,49.32
_05961_,49.28
_11909_,49.28
_11609_,49.26
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.t_reg\[18\],49.24
_09223_,49.2
clknet_leaf_206_clk,49.2
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[39\],49.19
clknet_leaf_130_clk,49.18
_06027_,49.17
clknet_leaf_363_clk,49.16
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplier\[22\],49.14
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[46\],49.12
_09230_,49.1
clknet_leaf_349_clk,49.1
_04194_,49.08
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.acc_high\[22\],49.06
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.a\[10\],49.04
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[9\],49.04
clknet_leaf_340_clk,49.02
clknet_leaf_72_clk,49
_09274_,48.98
_11765_,48.98
clknet_leaf_21_clk,48.98
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[12\],48.97
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.acc_high\[26\],48.94
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.acc_high\[27\],48.92
_09670_,48.9
_05775_,48.88
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[19\],48.88
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[21\],48.88
clknet_leaf_380_clk,48.88
_03298_,48.84
net1100,48.82
_07720_,48.74
_05786_,48.72
_06056_,48.7
clknet_leaf_85_clk,48.7
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[26\],48.675
_11507_,48.66
_09570_,48.64
stage8_inst.in0\[25\],48.62
_09194_,48.615
stage8_inst.out2\[2\],48.6
_10011_,48.595
_11885_,48.58
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[18\],48.58
clknet_leaf_293_clk,48.58
_04220_,48.56
clknet_leaf_231_clk,48.56
_06602_,48.52
_11276_,48.48
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[35\],48.48
clknet_leaf_401_clk,48.42
_11451_,48.4
clknet_leaf_8_clk,48.4
clknet_leaf_43_clk,48.38
_11525_,48.36
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.add_inst.a\[27\],48.36
_03593_,48.335
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[0\],48.32
_10223_,48.3
stage8_inst.out4\[31\],48.3
_11516_,48.26
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[0\],48.26
net339,48.23
_05332_,48.22
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.t_reg\[0\],48.205
net417,48.18
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.add_inst.b\[15\],48.16
_06172_,48.08
_06134_,48.06
_02479_,48.04
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[6\],48.02
_06304_,47.98
_10402_,47.98
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[5\],47.965
_03795_,47.96
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[11\],47.96
_10306_,47.92
_03860_,47.9
_06160_,47.88
_09237_,47.88
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[29\],47.86
_03716_,47.835
_03618_,47.82
_05267_,47.82
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.t_reg\[25\],47.79
_06237_,47.78
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[14\],47.77
_03591_,47.75
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[37\],47.72
_06518_,47.66
_11542_,47.655
_05289_,47.62
_03673_,47.58
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.step_high,47.58
_10906_,47.54
net190,47.53
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[29\],47.49
_09039_,47.44
_05894_,47.42
_03662_,47.38
_07949_,47.36
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.add_inst.a\[25\],47.36
_07819_,47.345
_05828_,47.32
_11877_,47.3
_09195_,47.265
_07641_,47.26
_07901_,47.24
_09614_,47.22
_05896_,47.2
_06280_,47.18
_06637_,47.14
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[42\],47.14
_11470_,47.12
_03694_,47.1
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[42\],47.1
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.t_reg\[2\],47.085
_06328_,47.08
_03378_,47.06
_11462_,47.04
_03818_,47.03
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.add_inst.a\[29\],47.02
clknet_leaf_227_clk,46.94
_05001_,46.9
_09441_,46.9
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.t_reg\[22\],46.9
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[11\],46.88
_09661_,46.8
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.acc_high\[24\],46.78
_11337_,46.76
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[35\],46.76
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[53\],46.76
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[37\],46.74
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.add_inst.a\[8\],46.735
_06104_,46.72
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[12\],46.715
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[28\],46.71
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[25\],46.68
clknet_leaf_280_clk,46.64
_09278_,46.63
_09948_,46.62
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[52\],46.62
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.add_inst.a\[22\],46.62
_08651_,46.6
_09308_,46.6
_09216_,46.58
clknet_leaf_104_clk,46.56
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[14\],46.54
clknet_leaf_98_clk,46.54
_03713_,46.52
stage8_inst.out0\[16\],46.52
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.add_inst.a\[8\],46.52
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[38\],46.52
_03595_,46.475
clknet_leaf_303_clk,46.46
clknet_leaf_256_clk,46.44
net809,46.44
_09541_,46.42
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.a\[22\],46.42
_04568_,46.39
_03701_,46.38
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.bit_idx\[5\],46.38
_09606_,46.36
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.t_reg\[29\],46.34
net239,46.32
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[5\],46.3
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.t_reg\[16\],46.26
_06114_,46.23
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[30\],46.22
_11418_,46.18
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[2\],46.18
_06081_,46.175
_11834_,46.14
_03620_,46.12
_05776_,46.12
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_low\[10\],46.12
_03928_,46.1
stage8_inst.out2\[26\],46.08
_03597_,46.06
stage8_inst.out2\[21\],46.02
_09362_,46.01
_03733_,45.98
_04611_,45.98
_04086_,45.94
_06523_,45.94
clknet_leaf_4_clk,45.9
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[41\],45.86
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[26\],45.855
_11487_,45.84
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.t_reg\[9\],45.78
_07809_,45.76
clknet_leaf_11_clk,45.76
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.a\[17\],45.715
clknet_leaf_203_clk,45.7
clknet_leaf_370_clk,45.68
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.t_reg\[7\],45.64
clknet_leaf_82_clk,45.64
_11478_,45.62
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[1\],45.605
_11089_,45.6
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.a\[13\],45.6
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[55\],45.6
clknet_leaf_257_clk,45.6
_09400_,45.52
clknet_leaf_32_clk,45.5
_05785_,45.48
_11582_,45.455
_02283_,45.44
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[53\],45.4
_03643_,45.36
_09999_,45.34
_06563_,45.33
_09371_,45.32
_03763_,45.295
