net,length_um
_03798_,20.24
_05670_,20.24
_06233_,20.22
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[9\],20.22
_04145_,20.2
_04437_,20.2
_06224_,20.2
_07148_,20.2
_08052_,20.2
_09739_,20.2
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[11\],20.2
_06881_,20.18
_09062_,20.18
_10187_,20.18
clknet_leaf_346_clk,20.18
_09979_,20.17
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.b\[21\],20.16
_05556_,20.14
_09723_,20.14
stage8_inst.out6\[9\],20.14
_03840_,20.12
_04066_,20.12
_05969_,20.12
_06110_,20.12
_06736_,20.12
_08987_,20.1
_11641_,20.1
_04160_,20.08
_05278_,20.08
_10139_,20.08
_11264_,20.08
_11585_,20.08
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.b\[19\],20.08
_04369_,20.07
_08214_,20.06
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[9\],20.04
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[25\],20.04
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.acc_high\[0\],20.035
_02368_,20.02
_03685_,20.02
_04320_,20.02
_04055_,20
_04737_,20
_09222_,20
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[63\],20
_03348_,19.995
_09998_,19.995
_04658_,19.98
_05472_,19.98
_07059_,19.98
_04736_,19.96
_06002_,19.96
_11483_,19.96
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[5\],19.96
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.add_inst.a\[21\],19.96
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[16\],19.96
_04776_,19.94
_06039_,19.94
_10186_,19.94
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[5\],19.94
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[31\],19.94
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[27\],19.935
_04277_,19.92
_06442_,19.92
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[43\],19.92
_07454_,19.9
_10038_,19.9
_10236_,19.9
_07262_,19.89
_05042_,19.88
_09466_,19.88
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[25\],19.88
_06035_,19.86
_06914_,19.86
_10596_,19.86
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[11\],19.86
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[3\],19.84
_06378_,19.82
_09339_,19.82
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.acc_high\[26\],19.82
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[22\],19.82
_05092_,19.8
_06047_,19.8
_07287_,19.8
_03912_,19.78
_10237_,19.78
stage8_inst.out2\[8\],19.78
_05469_,19.76
_08136_,19.76
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[2\],19.75
_02404_,19.74
_03621_,19.74
_04200_,19.74
_06604_,19.74
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[62\],19.74
_11183_,19.725
_09937_,19.72
_06904_,19.7
_11694_,19.7
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.acc_high\[29\],19.7
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[0\],19.7
_10340_,19.68
_05693_,19.66
_09273_,19.66
_10852_,19.66
_05874_,19.64
_06019_,19.64
_07122_,19.64
_07131_,19.64
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[6\],19.64
_02546_,19.62
_02854_,19.62
_04348_,19.62
_07303_,19.62
_09464_,19.62
_10182_,19.62
_10632_,19.605
_03715_,19.6
_03949_,19.6
_02398_,19.595
_10785_,19.595
_03748_,19.58
_04052_,19.58
_04573_,19.58
_06051_,19.58
_08964_,19.58
_08973_,19.58
_10346_,19.58
_11974_,19.58
_04261_,19.56
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.acc_high\[31\],19.56
_06720_,19.54
_09916_,19.54
_07594_,19.52
_07602_,19.52
_09834_,19.52
stage8_inst.out5\[3\],19.52
_03111_,19.5
_04367_,19.5
_08414_,19.5
_03393_,19.48
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplier\[12\],19.48
_07452_,19.46
_10763_,19.46
_11474_,19.46
_11781_,19.45
_04243_,19.44
_07964_,19.44
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[61\],19.44
_09620_,19.425
_03205_,19.42
_03885_,19.42
_09824_,19.42
_09906_,19.42
_11578_,19.41
_07096_,19.4
_10430_,19.4
_11301_,19.4
net1747,19.4
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[23\],19.39
_09440_,19.385
_03152_,19.38
_05471_,19.38
_08157_,19.38
_03207_,19.36
_07994_,19.36
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.b\[18\],19.36
_08139_,19.32
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[22\],19.32
_03080_,19.3
_03132_,19.3
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.bit_idx\[2\],19.3
net1541,19.3
_03026_,19.28
_05657_,19.28
_10775_,19.28
_11608_,19.28
stage8_inst.out3\[23\],19.28
stage8_inst.out4\[15\],19.28
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[18\],19.28
net1420,19.28
_03623_,19.26
_09066_,19.26
_11257_,19.26
_11429_,19.24
_11896_,19.24
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[50\],19.24
_08975_,19.23
_05588_,19.22
_06336_,19.22
_11376_,19.22
_03529_,19.2
_04574_,19.2
_04884_,19.2
_06171_,19.2
_06424_,19.2
_07480_,19.2
_11660_,19.2
_11871_,19.2
stage8_inst.out2\[6\],19.2
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[10\],19.2
clknet_leaf_28_clk,19.2
net491,19.2
_03759_,19.18
_06284_,19.18
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[17\],19.18
stage8_inst.out1\[13\],19.16
_07320_,19.15
_05090_,19.14
_03376_,19.12
_07362_,19.12
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[45\],19.12
_10018_,19.1
_10900_,19.1
_05513_,19.06
_05604_,19.06
_09774_,19.06
_11618_,19.06
_03135_,19.04
_03181_,19.04
_05923_,19.04
_06953_,19.04
_05578_,19.02
_06503_,19.02
_07284_,19.02
_03802_,19
_04032_,19
_04675_,19
_07907_,19
_11735_,19
stage8_inst.out1\[27\],19
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[25\],19
net621,19
_07378_,18.98
_02320_,18.96
_06854_,18.96
_07252_,18.96
_08112_,18.96
_10645_,18.96
_11432_,18.96
_02814_,18.94
_09809_,18.94
_10635_,18.94
_11876_,18.94
_07227_,18.93
_02301_,18.92
_02421_,18.92
_04453_,18.92
_11419_,18.92
_03140_,18.9
_04832_,18.9
stage8_inst.out5\[2\],18.9
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[5\],18.9
_04292_,18.88
_09996_,18.88
stage8_inst.out1\[22\],18.88
net748,18.88
_04208_,18.86
_06532_,18.86
_06816_,18.86
_10145_,18.86
_02441_,18.84
_09643_,18.84
_03815_,18.82
_05620_,18.82
_07124_,18.82
_02418_,18.8
_05103_,18.8
_06112_,18.8
_08947_,18.8
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[16\],18.8
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[8\],18.8
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplier\[12\],18.8
_10434_,18.78
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[63\],18.78
net152,18.78
_06083_,18.76
stage8_inst.out2\[14\],18.74
net1235,18.74
_00929_,18.72
_02746_,18.72
_06348_,18.72
_09239_,18.72
_09806_,18.72
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplicand_low\[15\],18.72
_03930_,18.7
_06746_,18.7
_07354_,18.7
_07845_,18.7
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplicand_high\[31\],18.7
_02286_,18.66
_03377_,18.66
_05066_,18.66
_05695_,18.66
_11757_,18.66
net111,18.66
_04101_,18.64
_02475_,18.62
_05214_,18.62
_05902_,18.62
_06219_,18.62
_09639_,18.62
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplicand_high\[15\],18.62
_00919_,18.6
_05616_,18.6
_07305_,18.6
_07642_,18.6
_11175_,18.6
_03711_,18.58
_10287_,18.58
_02770_,18.56
_05745_,18.56
_02733_,18.54
_03549_,18.54
_09041_,18.54
_09596_,18.54
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.add_inst.a\[26\],18.54
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[45\],18.54
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.acc_high\[30\],18.54
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[44\],18.54
net1399,18.54
_03000_,18.52
_05932_,18.52
_03305_,18.5
_07237_,18.5
_06372_,18.48
_06405_,18.48
_11638_,18.48
clknet_leaf_198_clk,18.48
_07224_,18.46
_08944_,18.46
_09325_,18.46
_03871_,18.44
_06364_,18.44
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[9\],18.44
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[16\],18.44
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[24\],18.44
_05193_,18.42
_05964_,18.42
_06739_,18.42
_11411_,18.42
_07121_,18.4
_07396_,18.4
_02749_,18.36
_09828_,18.36
stage8_inst.out1\[2\],18.36
_05595_,18.34
_06830_,18.34
net716,18.34
_03740_,18.33
_06208_,18.32
_08010_,18.32
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplier\[5\],18.32
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplier\[11\],18.32
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.t_reg\[19\],18.315
_09083_,18.3
_02857_,18.28
_03732_,18.28
_04665_,18.28
_08599_,18.28
_02751_,18.26
_04975_,18.26
_07333_,18.26
_11619_,18.26
_04238_,18.245
_05244_,18.24
_09153_,18.24
_10849_,18.24
_12039_,18.24
_05718_,18.22
_03939_,18.2
_04311_,18.2
_06847_,18.2
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[18\],18.2
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplier\[27\],18.2
_04710_,18.18
_06297_,18.18
_07991_,18.16
_08159_,18.16
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[61\],18.16
_03674_,18.14
_05904_,18.14
_06910_,18.14
_07419_,18.14
_03842_,18.12
_07263_,18.12
_07380_,18.12
_11412_,18.12
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[26\],18.12
_08966_,18.1
_09086_,18.1
_11215_,18.1
_11530_,18.1
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[29\],18.1
_02766_,18.08
_05230_,18.08
_09145_,18.08
_09459_,18.08
_11523_,18.08
_06133_,18.07
_02327_,18.06
_03139_,18.06
_05497_,18.06
_07593_,18.06
_09859_,18.06
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.t_reg\[4\],18.06
_01632_,18.04
_02599_,18.04
_05763_,18.04
_11936_,18.04
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.t_reg\[11\],18.04
_07802_,18.02
_09778_,18.02
_09902_,18.02
_05192_,18
_07015_,18
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.acc_high\[30\],18
net950,18
_04667_,17.995
_04345_,17.98
_04349_,17.98
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[1\],17.98
_09087_,17.96
_11259_,17.96
_03762_,17.95
_10710_,17.95
_06901_,17.94
_08113_,17.94
_10704_,17.94
_08205_,17.93
_03772_,17.92
_05826_,17.92
_09959_,17.9
_10676_,17.9
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[21\],17.9
_05643_,17.88
_06045_,17.88
_09232_,17.88
_10894_,17.88
_11570_,17.88
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[27\],17.88
_07951_,17.86
_09272_,17.86
_10321_,17.86
_12026_,17.86
stage8_inst.out1\[26\],17.86
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[23\],17.85
_03127_,17.84
_06484_,17.84
_03345_,17.82
_06853_,17.82
_10266_,17.82
_10798_,17.82
stage8_inst.out4\[14\],17.82
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[15\],17.82
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[6\],17.82
_05211_,17.8
_07184_,17.8
_08605_,17.8
_09385_,17.8
_10797_,17.8
_11965_,17.8
stage8_inst.out6\[4\],17.8
_02594_,17.78
_05499_,17.78
_06046_,17.78
_09925_,17.78
_10219_,17.78
_10244_,17.78
_11305_,17.78
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[14\],17.78
_06195_,17.765
_05906_,17.76
_06050_,17.76
_09091_,17.76
_10799_,17.76
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[50\],17.76
net1120,17.76
_11389_,17.74
_04114_,17.72
_01164_,17.7
_05677_,17.7
_10144_,17.68
_12046_,17.68
_01597_,17.66
_03178_,17.66
_05573_,17.66
_08939_,17.66
_09522_,17.66
_11198_,17.66
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[5\],17.66
_07106_,17.655
_00744_,17.64
_04258_,17.64
_11972_,17.64
stage8_inst.out0\[23\],17.64
_02258_,17.62
_08949_,17.62
_10854_,17.62
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.acc_high\[4\],17.62
_06382_,17.61
_06588_,17.61
_04074_,17.6
_07322_,17.6
_09986_,17.6
_11054_,17.6
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[60\],17.6
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplier\[9\],17.59
_07291_,17.58
_08344_,17.58
_10156_,17.58
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[6\],17.58
_06590_,17.56
_10681_,17.56
stage8_inst.out1\[24\],17.56
_06310_,17.555
_11229_,17.54
_07087_,17.52
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplier\[22\],17.52
_03823_,17.5
_02958_,17.48
_03825_,17.48
_03877_,17.48
_05834_,17.48
_07465_,17.48
_03239_,17.475
_04190_,17.46
_04198_,17.46
_07244_,17.46
_10333_,17.46
_01974_,17.44
_02781_,17.44
_07639_,17.44
_10771_,17.44
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[6\],17.425
_03991_,17.42
_04687_,17.42
_06745_,17.42
_03736_,17.4
_07656_,17.4
_11186_,17.4
_11755_,17.4
stage8_inst.out5\[4\],17.4
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[20\],17.4
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[60\],17.4
_04391_,17.395
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.bit_idx\[1\],17.395
_08108_,17.38
net1019,17.38
_07267_,17.37
_04125_,17.36
_06102_,17.34
_07412_,17.32
_11420_,17.32
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.acc_high\[15\],17.315
_00956_,17.3
_09468_,17.3
_06036_,17.28
_06751_,17.28
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[62\],17.28
_03085_,17.265
_07878_,17.26
stage8_inst.out6\[24\],17.26
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[47\],17.26
_05606_,17.24
_05758_,17.24
_06856_,17.24
_09950_,17.24
_11251_,17.24
_11659_,17.24
_04185_,17.22
_07608_,17.22
_03977_,17.21
_05276_,17.2
_06234_,17.2
_08070_,17.18
_09127_,17.18
_08097_,17.16
stage8_inst.out4\[29\],17.16
_07374_,17.14
stage8_inst.out0\[6\],17.14
_02666_,17.12
_03198_,17.12
net953,17.12
_02717_,17.1
_03548_,17.1
_04354_,17.1
_04777_,17.1
_05020_,17.1
_07409_,17.1
_08059_,17.1
_04739_,17.08
_05017_,17.08
_09029_,17.08
_11513_,17.08
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[4\],17.08
_05936_,17.06
_10046_,17.06
_10127_,17.06
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[24\],17.06
_04760_,17.04
_11277_,17.04
_06741_,17.03
_03760_,17.02
_04265_,17.02
_07626_,17.02
_08037_,17.02
_10427_,17.02
_05574_,17.01
_06783_,17.01
_04217_,17
_06096_,17
_10673_,17
_05607_,16.995
_08030_,16.98
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[3\],16.98
_03528_,16.96
_04377_,16.96
_07185_,16.96
_11416_,16.955
_08201_,16.94
_09755_,16.94
_09243_,16.92
_03870_,16.9
_06307_,16.9
_08581_,16.9
_06069_,16.88
_06184_,16.88
_06057_,16.86
_06439_,16.86
_06932_,16.86
_07286_,16.86
_09296_,16.86
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[5\],16.86
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[19\],16.86
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[5\],16.86
_03176_,16.84
_03995_,16.84
_07200_,16.84
stage8_inst.out4\[16\],16.84
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.acc_high\[3\],16.82
net470,16.82
_07366_,16.8
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[44\],16.8
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.acc_high\[12\],16.8
net654,16.8
_08137_,16.79
_04407_,16.78
_04962_,16.78
stage8_inst.out6\[12\],16.78
_04686_,16.76
_04751_,16.76
_06595_,16.76
_09890_,16.76
_10303_,16.76
stage8_inst.out7\[12\],16.76
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.b\[14\],16.76
_07084_,16.745
_09011_,16.74
_10299_,16.74
_09876_,16.735
_02961_,16.72
_07479_,16.72
_08045_,16.72
net812,16.72
_05011_,16.705
_03126_,16.7
_09358_,16.7
_10751_,16.7
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplier\[9\],16.7
_03861_,16.68
_06361_,16.68
_09487_,16.68
_11960_,16.68
net1437,16.68
_10821_,16.66
_08507_,16.64
_10114_,16.64
_11607_,16.64
_02714_,16.62
_05133_,16.62
_05178_,16.62
_07171_,16.62
net1583,16.62
_10238_,16.615
_11996_,16.61
_00751_,16.6
_02361_,16.6
_03020_,16.6
_05557_,16.6
_05756_,16.6
_11140_,16.6
_11652_,16.6
stage8_inst.out1\[0\],16.58
_02592_,16.56
_04720_,16.56
_05916_,16.56
_07471_,16.56
_09858_,16.56
_10766_,16.56
_11075_,16.56
_11991_,16.54
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.acc_high\[3\],16.54
_07254_,16.52
_08122_,16.52
_09094_,16.52
_10764_,16.52
_11135_,16.52
net1157,16.52
_09436_,16.51
_05708_,16.5
_05872_,16.48
_11945_,16.48
_07321_,16.46
_10654_,16.46
_05707_,16.44
_05767_,16.44
_04415_,16.42
_10756_,16.42
_11496_,16.42
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplier\[7\],16.42
_09078_,16.4
_09093_,16.4
_11388_,16.4
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[19\],16.4
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[23\],16.4
_05050_,16.39
_06683_,16.38
_08959_,16.38
_10317_,16.38
net1165,16.38
_07990_,16.36
_09328_,16.36
_01617_,16.34
_02343_,16.32
_04650_,16.32
_05815_,16.3
_07449_,16.3
_09279_,16.3
_10754_,16.3
_12012_,16.3
_02304_,16.28
_02634_,16.28
_02795_,16.28
_03074_,16.28
_04553_,16.28
_06375_,16.28
_08978_,16.28
_10196_,16.28
_11121_,16.28
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[3\],16.28
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.acc_high\[14\],16.28
_02996_,16.26
_05503_,16.26
_05919_,16.26
_08008_,16.26
_09698_,16.26
_11670_,16.26
stage8_inst.out4\[25\],16.26
_04759_,16.24
_05186_,16.24
_06258_,16.24
_06824_,16.24
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplier\[26\],16.24
_03229_,16.22
_06355_,16.22
_06885_,16.22
_08416_,16.22
_09098_,16.22
_10656_,16.22
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplier\[10\],16.22
_06042_,16.2
_04470_,16.18
_06672_,16.18
_09767_,16.18
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.acc_high\[8\],16.18
_02740_,16.16
_10263_,16.16
_11150_,16.16
net1317,16.16
_11196_,16.14
_11655_,16.14
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.acc_high\[28\],16.14
_09330_,16.12
_10689_,16.12
_04228_,16.1
_06762_,16.1
_06798_,16.1
_07326_,16.1
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[61\],16.1
_04615_,16.08
_07586_,16.08
_04631_,16.06
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[10\],16.06
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.ab_reg\[44\],16.06
_04211_,16.04
_10100_,16.04
net551,16.04
_03250_,16.02
_06571_,16.02
_07327_,16.02
stage8_inst.out3\[24\],16.02
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.acc_high\[0\],16.015
_05310_,16.01
_07491_,16
_10716_,16
_10767_,15.99
_01975_,15.98
_05077_,15.98
_06401_,15.98
_07377_,15.98
_07661_,15.98
_09503_,15.98
_11979_,15.98
net797,15.98
_02177_,15.96
_03215_,15.96
_06635_,15.96
_07280_,15.96
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.ab_reg\[3\],15.96
_02504_,15.94
_03385_,15.94
_09363_,15.94
_10811_,15.94
_01633_,15.92
_08943_,15.92
_11460_,15.92
stage8_inst.out7\[19\],15.92
_03104_,15.9
_07276_,15.9
_08579_,15.9
_10347_,15.9
_03628_,15.88
_04418_,15.88
net678,15.88
_03986_,15.86
_04607_,15.86
_05847_,15.86
_11482_,15.86
net833,15.86
_03222_,15.85
_03906_,15.845
_02446_,15.84
_06834_,15.84
_07997_,15.84
_10033_,15.84
_10803_,15.84
_11689_,15.84
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[12\],15.84
_10330_,15.83
_07223_,15.82
_09497_,15.82
_10334_,15.82
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[16\],15.82
net824,15.82
_03246_,15.8
_06488_,15.8
_06552_,15.8
_07820_,15.8
_03552_,15.78
_09235_,15.78
_10179_,15.78
_04132_,15.76
_06998_,15.76
_10480_,15.76
_11350_,15.76
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[0\],15.76
_02452_,15.74
_04323_,15.74
_10887_,15.74
_11423_,15.74
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[13\],15.74
_03097_,15.72
_08088_,15.72
_08728_,15.72
_03786_,15.7
_10432_,15.7
_00671_,15.685
_01222_,15.68
_02443_,15.68
_03357_,15.68
_12037_,15.68
net746,15.68
_11161_,15.645
_02964_,15.64
_06918_,15.64
_07083_,15.64
net116,15.64
net1261,15.64
_03268_,15.62
_03850_,15.62
_05041_,15.62
_08145_,15.62
_03124_,15.6
_04586_,15.6
_05062_,15.6
_06023_,15.6
_07828_,15.6
_09107_,15.6
_11223_,15.6
_11265_,15.6
_07128_,15.58
_10782_,15.58
_11485_,15.58
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[4\],15.58
_04697_,15.56
_05754_,15.56
_07398_,15.56
_09106_,15.56
_09389_,15.56
_09681_,15.56
_10855_,15.56
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.b\[31\],15.56
_05634_,15.54
_05858_,15.54
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplier\[11\],15.54
_04053_,15.52
_07220_,15.52
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[6\],15.52
net576,15.52
_03827_,15.5
_03937_,15.5
_09165_,15.5
_03865_,15.48
_06295_,15.48
_07216_,15.48
_08438_,15.48
_09280_,15.48
_09635_,15.48
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[18\],15.48
net712,15.48
stage8_inst.out0\[28\],15.46
_06855_,15.44
_09314_,15.44
_11348_,15.44
_04652_,15.435
_08117_,15.42
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.t_reg\[6\],15.42
_02928_,15.4
read_data[15],15.4
_02460_,15.38
_04750_,15.38
_04998_,15.38
_05339_,15.38
_05687_,15.38
_06309_,15.38
_08750_,15.38
_11796_,15.38
stage8_inst.out1\[20\],15.38
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplier\[9\],15.38
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.mq_reg\[1\],15.38
_05994_,15.36
_06404_,15.36
_08074_,15.36
_01530_,15.345
_02692_,15.34
_02978_,15.34
_03899_,15.34
_04140_,15.34
_06556_,15.34
_07995_,15.34
_09955_,15.34
_11272_,15.34
stage8_inst.out3\[3\],15.34
net653,15.34
_01217_,15.32
_02709_,15.32
_03090_,15.32
_09163_,15.32
_10708_,15.32
_03280_,15.3
_03318_,15.3
_05191_,15.3
_06587_,15.3
_11913_,15.3
_12019_,15.3
_04466_,15.28
_08273_,15.28
_08979_,15.28
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.mq_reg\[1\],15.28
_07346_,15.275
_02575_,15.27
