net,length_um
_07561_,13.52
_08660_,13.52
_09406_,13.52
_10163_,13.52
_10891_,13.52
_11302_,13.52
_11791_,13.52
_13933_,13.52
_18099_,13.52
_18506_,13.52
_23098_,13.52
_26237_,13.52
_29393_,13.52
_35813_,13.52
_39598_,13.52
_39788_,13.52
_40399_,13.52
_41755_,13.52
_23301_,13.51
_36563_,13.51
_00448_,13.5
_02037_,13.5
_02154_,13.5
_04928_,13.5
_04982_,13.5
_08366_,13.5
_08870_,13.5
_09581_,13.5
_12847_,13.5
_13374_,13.5
_14392_,13.5
_16881_,13.5
_19950_,13.5
_22752_,13.5
_24173_,13.5
_24484_,13.5
_24807_,13.5
_25563_,13.5
_26072_,13.5
_26123_,13.5
_26827_,13.5
_27227_,13.5
_28009_,13.5
_28413_,13.5
_32475_,13.5
_36067_,13.5
_36460_,13.5
_36464_,13.5
_36869_,13.5
_40151_,13.5
_00904_,13.48
_02751_,13.48
_04377_,13.48
_04386_,13.48
_04729_,13.48
_05699_,13.48
_12617_,13.48
_15985_,13.48
_16401_,13.48
_16649_,13.48
_19533_,13.48
_20452_,13.48
_23391_,13.48
_26301_,13.48
_28967_,13.48
_29473_,13.48
_30677_,13.48
_31387_,13.48
_33470_,13.48
_33790_,13.48
_34569_,13.48
_35228_,13.48
_36342_,13.48
_37630_,13.48
_38331_,13.48
_39828_,13.48
_00065_,13.465
_00757_,13.465
_00918_,13.46
_01002_,13.46
_01432_,13.46
_02597_,13.46
_03436_,13.46
_03895_,13.46
_06897_,13.46
_10405_,13.46
_11835_,13.46
_11990_,13.46
_12005_,13.46
_12461_,13.46
_12960_,13.46
_17208_,13.46
_18070_,13.46
_19445_,13.46
_20176_,13.46
_22535_,13.46
_23461_,13.46
_24123_,13.46
_24233_,13.46
_25920_,13.46
_27163_,13.46
_30362_,13.46
_32152_,13.46
_34039_,13.46
_34500_,13.46
_35061_,13.46
_38425_,13.46
_40318_,13.46
_41913_,13.46
_14939_,13.455
_21940_,13.45
_39012_,13.45
_03054_,13.44
_06132_,13.44
_07088_,13.44
_11696_,13.44
_11698_,13.44
_13023_,13.44
_14045_,13.44
_14619_,13.44
_14630_,13.44
_15220_,13.44
_16503_,13.44
_16971_,13.44
_17275_,13.44
_18096_,13.44
_21301_,13.44
_21625_,13.44
_22357_,13.44
_25778_,13.44
_26761_,13.44
_27749_,13.44
_28085_,13.44
_28210_,13.44
_29842_,13.44
_30415_,13.44
_30622_,13.44
_39559_,13.44
_39938_,13.44
_00459_,13.42
_02055_,13.42
_03569_,13.42
_05211_,13.42
_06208_,13.42
_09308_,13.42
_12257_,13.42
_15048_,13.42
_20109_,13.42
_20883_,13.42
_21499_,13.42
_24696_,13.42
_24909_,13.42
_26554_,13.42
_26649_,13.42
_28533_,13.42
_32567_,13.42
_33918_,13.42
_35318_,13.42
_35985_,13.42
_36366_,13.42
_37724_,13.42
_38675_,13.42
_40498_,13.42
_41688_,13.42
_05753_,13.41
_32740_,13.41
_34116_,13.41
_38597_,13.41
_01607_,13.4
_01946_,13.4
_05649_,13.4
_05754_,13.4
_08101_,13.4
_08422_,13.4
_16022_,13.4
_16307_,13.4
_16523_,13.4
_17049_,13.4
_18872_,13.4
_19302_,13.4
_21239_,13.4
_21676_,13.4
_22956_,13.4
_23386_,13.4
_26656_,13.4
_33126_,13.4
_34531_,13.4
_35639_,13.4
_37125_,13.4
_40985_,13.4
load_twiddle[15],13.4
_00010_,13.38
_01286_,13.38
_02547_,13.38
_03092_,13.38
_04214_,13.38
_06117_,13.38
_07586_,13.38
_08413_,13.38
_08737_,13.38
_09715_,13.38
_10001_,13.38
_10767_,13.38
_11215_,13.38
_11409_,13.38
_11469_,13.38
_11686_,13.38
_11996_,13.38
_12205_,13.38
_12818_,13.38
_13232_,13.38
_13278_,13.38
_13555_,13.38
_13847_,13.38
_14600_,13.38
_15350_,13.38
_16301_,13.38
_16338_,13.38
_18629_,13.38
_21552_,13.38
_22128_,13.38
_22135_,13.38
_22205_,13.38
_22260_,13.38
_22531_,13.38
_22695_,13.38
_22706_,13.38
_23525_,13.38
_26397_,13.38
_27686_,13.38
_28140_,13.38
_28231_,13.38
_30391_,13.38
_32875_,13.38
_36797_,13.38
_37654_,13.38
_38250_,13.38
_38759_,13.38
_39925_,13.38
_40168_,13.38
_41646_,13.38
_42228_,13.38
net197,13.38
_27322_,13.37
_05419_,13.36
_07859_,13.36
_12043_,13.36
_12702_,13.36
_15260_,13.36
_16353_,13.36
_16599_,13.36
_21040_,13.36
_21889_,13.36
_27210_,13.36
_27838_,13.36
_28436_,13.36
_29510_,13.36
_33231_,13.36
_33636_,13.36
_34986_,13.36
_35897_,13.36
_36846_,13.36
_36998_,13.36
_38528_,13.36
_39541_,13.36
_39778_,13.36
_40503_,13.36
_41427_,13.36
_00670_,13.35
_17938_,13.35
_20649_,13.35
_00579_,13.34
_00674_,13.34
_00714_,13.34
_00763_,13.34
_00808_,13.34
_01161_,13.34
_01280_,13.34
_02306_,13.34
_02534_,13.34
_03540_,13.34
_04738_,13.34
_04772_,13.34
_05284_,13.34
_05694_,13.34
_06692_,13.34
_07621_,13.34
_08171_,13.34
_09338_,13.34
_14249_,13.34
_15337_,13.34
_15957_,13.34
_16666_,13.34
_18240_,13.34
_18806_,13.34
_24843_,13.34
_26252_,13.34
_26960_,13.34
_29143_,13.34
_31760_,13.34
_32692_,13.34
_35055_,13.34
_35138_,13.34
_36233_,13.34
_38206_,13.34
_38595_,13.34
_18594_,13.33
_34318_,13.33
_04014_,13.32
_04107_,13.32
_04680_,13.32
_09583_,13.32
_12061_,13.32
_12741_,13.32
_15796_,13.32
_16488_,13.32
_16875_,13.32
_16928_,13.32
_16980_,13.32
_18942_,13.32
_20470_,13.32
_23581_,13.32
_24943_,13.32
_28082_,13.32
_30915_,13.32
_33781_,13.32
_36458_,13.32
_39708_,13.32
_10171_,13.315
_23393_,13.31
_34659_,13.31
_38767_,13.31
_31203_,13.305
_01739_,13.3
_03017_,13.3
_03103_,13.3
_04449_,13.3
_04495_,13.3
_04662_,13.3
_05425_,13.3
_05849_,13.3
_07385_,13.3
_08197_,13.3
_08850_,13.3
_11473_,13.3
_11788_,13.3
_11808_,13.3
_17885_,13.3
_19031_,13.3
_19955_,13.3
_20613_,13.3
_20698_,13.3
_21066_,13.3
_21077_,13.3
_22416_,13.3
_23670_,13.3
_24444_,13.3
_27312_,13.3
_27713_,13.3
_28083_,13.3
_29724_,13.3
_30590_,13.3
_32852_,13.3
_32940_,13.3
_35301_,13.3
_37334_,13.3
_37750_,13.3
_38076_,13.3
_38750_,13.3
_39555_,13.3
_01345_,13.29
_08976_,13.29
_28250_,13.29
_03487_,13.28
_07334_,13.28
_08664_,13.28
_08740_,13.28
_09691_,13.28
_10360_,13.28
_12511_,13.28
_16441_,13.28
_18589_,13.28
_21340_,13.28
_22721_,13.28
_25541_,13.28
_26029_,13.28
_26205_,13.28
_27500_,13.28
_30892_,13.28
_31700_,13.28
_32555_,13.28
_33876_,13.28
_35224_,13.28
_35247_,13.28
_40418_,13.28
_41845_,13.28
_09236_,13.27
_19535_,13.27
_00865_,13.26
_00954_,13.26
_03511_,13.26
_03735_,13.26
_06610_,13.26
_08708_,13.26
_08960_,13.26
_11045_,13.26
_11064_,13.26
_12227_,13.26
_12911_,13.26
_13284_,13.26
_14326_,13.26
_14882_,13.26
_16167_,13.26
_16627_,13.26
_17590_,13.26
_18042_,13.26
_19265_,13.26
_19907_,13.26
_21010_,13.26
_21329_,13.26
_22947_,13.26
_23307_,13.26
_23946_,13.26
_25486_,13.26
_27122_,13.26
_27711_,13.26
_28444_,13.26
_29121_,13.26
_30603_,13.26
_31914_,13.26
_34008_,13.26
_34601_,13.26
_35209_,13.26
_36848_,13.26
_39547_,13.26
_39741_,13.26
_40934_,13.26
_40983_,13.26
_41481_,13.26
_41667_,13.26
_11491_,13.255
_32478_,13.25
_07129_,13.24
_10186_,13.24
_10786_,13.24
_20329_,13.24
_21574_,13.24
_28251_,13.24
_29924_,13.24
_31865_,13.24
_33407_,13.24
_36830_,13.24
_37170_,13.24
_38856_,13.24
_38911_,13.24
_40910_,13.24
net271,13.24
net419,13.24
_27687_,13.23
_03320_,13.22
_05240_,13.22
_05979_,13.22
_06800_,13.22
_07881_,13.22
_12464_,13.22
_16005_,13.22
_16142_,13.22
_17113_,13.22
_17153_,13.22
_20759_,13.22
_21155_,13.22
_21703_,13.22
_22263_,13.22
_22748_,13.22
_24990_,13.22
_27496_,13.22
_28595_,13.22
_28927_,13.22
_31599_,13.22
_31819_,13.22
_33770_,13.22
_35035_,13.22
_35214_,13.22
_35547_,13.22
_36394_,13.22
_37008_,13.22
_37499_,13.22
_39408_,13.22
_40730_,13.22
_08067_,13.215
_19776_,13.21
_22673_,13.21
_24675_,13.21
_33226_,13.21
_33689_,13.205
_00270_,13.2
_01563_,13.2
_03919_,13.2
_06427_,13.2
_16249_,13.2
_18794_,13.2
_19567_,13.2
_25853_,13.2
_29433_,13.2
_32758_,13.2
_32935_,13.2
_00561_,13.19
_07542_,13.19
_02046_,13.18
_03790_,13.18
_04452_,13.18
_06159_,13.18
_06236_,13.18
_09061_,13.18
_11992_,13.18
_12979_,13.18
_14947_,13.18
_16237_,13.18
_18375_,13.18
_19027_,13.18
_20365_,13.18
_22308_,13.18
_22750_,13.18
_22847_,13.18
_23425_,13.18
_25108_,13.18
_25255_,13.18
_26321_,13.18
_29210_,13.18
_33509_,13.18
_35932_,13.18
_36352_,13.18
_38079_,13.18
_38100_,13.18
_38490_,13.18
_38522_,13.18
_41977_,13.18
_13964_,13.175
_30059_,13.175
_09045_,13.17
_19664_,13.17
_01118_,13.16
_03071_,13.16
_06647_,13.16
_09069_,13.16
_09275_,13.16
_13217_,13.16
_15247_,13.16
_17069_,13.16
_17602_,13.16
_18179_,13.16
_19404_,13.16
_23918_,13.16
_29341_,13.16
_29494_,13.16
_32543_,13.16
_34373_,13.16
_36502_,13.16
_36715_,13.16
_36934_,13.16
_38989_,13.16
_39086_,13.16
_39156_,13.16
_39159_,13.16
_42336_,13.16
_22039_,13.15
_00764_,13.14
_02555_,13.14
_03375_,13.14
_05008_,13.14
_06165_,13.14
_06839_,13.14
_12866_,13.14
_15169_,13.14
_15398_,13.14
_15870_,13.14
_16989_,13.14
_18145_,13.14
_19097_,13.14
_19299_,13.14
_21069_,13.14
_22410_,13.14
_23034_,13.14
_25134_,13.14
_25924_,13.14
_28086_,13.14
_29667_,13.14
_30764_,13.14
_30894_,13.14
_31897_,13.14
_32682_,13.14
_33654_,13.14
_36108_,13.14
_36593_,13.14
_38118_,13.14
_39740_,13.14
_39827_,13.14
_30688_,13.135
_13137_,13.13
_17866_,13.13
_08274_,13.125
_01469_,13.12
_01745_,13.12
_02195_,13.12
_03697_,13.12
_08065_,13.12
_10877_,13.12
_10987_,13.12
_11182_,13.12
_11815_,13.12
_13362_,13.12
_15129_,13.12
_17361_,13.12
_18324_,13.12
_18807_,13.12
_19207_,13.12
_19555_,13.12
_26089_,13.12
_28468_,13.12
_30211_,13.12
_39630_,13.12
_39963_,13.12
_40195_,13.12
_41900_,13.12
_12372_,13.11
_21556_,13.11
_01750_,13.1
_02776_,13.1
_03247_,13.1
_06599_,13.1
_11456_,13.1
_11655_,13.1
_11758_,13.1
_11950_,13.1
_12865_,13.1
_13090_,13.1
_18613_,13.1
_20002_,13.1
_20548_,13.1
_23641_,13.1
_23673_,13.1
_24359_,13.1
_30478_,13.1
_30984_,13.1
_34888_,13.1
_37623_,13.1
_38166_,13.1
_08755_,13.09
_40732_,13.09
_38316_,13.085
_00962_,13.08
_03370_,13.08
_06158_,13.08
_09945_,13.08
_11218_,13.08
_12397_,13.08
_16997_,13.08
_18188_,13.08
_20396_,13.08
_25760_,13.08
_26139_,13.08
_27384_,13.08
_28035_,13.08
_28582_,13.08
_31476_,13.08
_32628_,13.08
_32638_,13.08
_34707_,13.08
_35586_,13.08
_35878_,13.08
_37825_,13.08
_38321_,13.08
_38743_,13.08
_38976_,13.08
_39090_,13.08
_42542_,13.08
_00346_,13.06
_00558_,13.06
_03392_,13.06
_04138_,13.06
_04389_,13.06
_04581_,13.06
_12040_,13.06
_12459_,13.06
_13143_,13.06
_13853_,13.06
_15006_,13.06
_15140_,13.06
_18717_,13.06
_20575_,13.06
_22386_,13.06
_24742_,13.06
_25819_,13.06
_26433_,13.06
_31689_,13.06
_32639_,13.06
_33664_,13.06
_34291_,13.06
_34484_,13.06
_34656_,13.06
_34665_,13.06
_37607_,13.06
_41247_,13.06
_41793_,13.06
_18098_,13.055
_32473_,13.055
_19327_,13.05
_26490_,13.05
_00011_,13.04
_00565_,13.04
_02781_,13.04
_03005_,13.04
_04771_,13.04
_05742_,13.04
_07904_,13.04
_07918_,13.04
_08733_,13.04
_08893_,13.04
_10241_,13.04
_11381_,13.04
_11485_,13.04
_11769_,13.04
_14367_,13.04
_15073_,13.04
_16833_,13.04
_20374_,13.04
_21658_,13.04
_23347_,13.04
_23568_,13.04
_26708_,13.04
_27652_,13.04
_27890_,13.04
_28423_,13.04
_29010_,13.04
_29685_,13.04
_29957_,13.04
_31169_,13.04
_31338_,13.04
_33555_,13.04
_34395_,13.04
_34445_,13.04
_36181_,13.04
_38056_,13.04
_39754_,13.04
_39781_,13.04
_41410_,13.04
_00910_,13.02
_01064_,13.02
_01184_,13.02
_01335_,13.02
_02091_,13.02
_02457_,13.02
_06725_,13.02
_11610_,13.02
_15404_,13.02
_15626_,13.02
_16575_,13.02
_18572_,13.02
_19699_,13.02
_22767_,13.02
_23704_,13.02
_23996_,13.02
_27973_,13.02
_29343_,13.02
_31482_,13.02
_32825_,13.02
_32835_,13.02
_33484_,13.02
_34056_,13.02
_40512_,13.02
_40591_,13.02
_40979_,13.02
_23397_,13.015
_36956_,13.015
_01835_,13.01
_31188_,13.01
_01602_,13
_07831_,13
_08139_,13
_08257_,13
_09268_,13
_09891_,13
_10231_,13
_12634_,13
_15229_,13
_15486_,13
_17134_,13
_17263_,13
_17932_,13
_21938_,13
_23167_,13
_26719_,13
_27816_,13
_28042_,13
_29576_,13
_30822_,13
_31809_,13
_32178_,13
_35164_,13
_35310_,13
_37614_,13
_37716_,13
_39108_,13
_39153_,13
_39359_,13
_40415_,13
_41090_,13
_07886_,12.99
_20657_,12.99
_03596_,12.985
_06847_,12.98
_08006_,12.98
_08760_,12.98
_10308_,12.98
_16312_,12.98
_18172_,12.98
_23235_,12.98
_23667_,12.98
_27462_,12.98
_32014_,12.98
_32576_,12.98
_33454_,12.98
_33511_,12.98
_33808_,12.98
_38359_,12.98
_40207_,12.98
_41928_,12.98
net430,12.98
_09666_,12.97
_38492_,12.97
_01203_,12.96
_01660_,12.96
_02333_,12.96
_04115_,12.96
_05945_,12.96
_08283_,12.96
_10276_,12.96
_11068_,12.96
_11251_,12.96
_12739_,12.96
_13222_,12.96
_13269_,12.96
_13319_,12.96
_13976_,12.96
_14353_,12.96
_19283_,12.96
_20878_,12.96
_21393_,12.96
_23275_,12.96
_24297_,12.96
_27285_,12.96
_28012_,12.96
_28175_,12.96
_28835_,12.96
_29901_,12.96
_31420_,12.96
_32258_,12.96
_33424_,12.96
_35427_,12.96
_35710_,12.96
_37233_,12.96
_39150_,12.96
_40464_,12.96
_40864_,12.96
_42503_,12.96
_06873_,12.95
_40329_,12.95
_00893_,12.945
_01711_,12.94
_03284_,12.94
_09142_,12.94
_10298_,12.94
_11641_,12.94
_12183_,12.94
_12340_,12.94
_14887_,12.94
_15852_,12.94
_19192_,12.94
_19577_,12.94
_21535_,12.94
_24057_,12.94
_29175_,12.94
_30077_,12.94
_34677_,12.94
_36128_,12.94
_36355_,12.94
_38124_,12.94
_38140_,12.94
_38294_,12.94
_40203_,12.94
_05941_,12.93
_08840_,12.93
_30769_,12.93
_32359_,12.93
_00743_,12.92
_00771_,12.92
_01234_,12.92
_02052_,12.92
_05338_,12.92
_05478_,12.92
_05908_,12.92
_08365_,12.92
_09179_,12.92
_10082_,12.92
_10744_,12.92
_11532_,12.92
_12139_,12.92
_12607_,12.92
_12943_,12.92
_13344_,12.92
_14675_,12.92
_17763_,12.92
_20189_,12.92
_20455_,12.92
_22848_,12.92
_24397_,12.92
_26667_,12.92
_27029_,12.92
_27480_,12.92
_27826_,12.92
_30772_,12.92
_31110_,12.92
_31424_,12.92
_31568_,12.92
_31753_,12.92
_32496_,12.92
_32801_,12.92
_33662_,12.92
_33799_,12.92
_36980_,12.92
_38134_,12.92
_38373_,12.92
_39760_,12.92
_40671_,12.92
_26483_,12.915
_40564_,12.915
_01297_,12.91
_08652_,12.91
_17099_,12.91
_30312_,12.91
_00958_,12.9
_02658_,12.9
_03368_,12.9
_03403_,12.9
_08034_,12.9
_08896_,12.9
_09373_,12.9
_09665_,12.9
_09767_,12.9
_10325_,12.9
_10817_,12.9
_11967_,12.9
_14338_,12.9
_14742_,12.9
_15433_,12.9
_15470_,12.9
_16396_,12.9
_16530_,12.9
_17675_,12.9
_18110_,12.9
_21455_,12.9
_21920_,12.9
_26681_,12.9
_28315_,12.9
_28405_,12.9
_30797_,12.9
_32397_,12.9
_33250_,12.9
_35713_,12.9
_39519_,12.9
_39786_,12.9
_40653_,12.9
_27242_,12.895
_01196_,12.88
_04647_,12.88
_04705_,12.88
_04758_,12.88
_07257_,12.88
_08871_,12.88
_10305_,12.88
_11206_,12.88
_11334_,12.88
_12454_,12.88
_15292_,12.88
_17521_,12.88
_17962_,12.88
_19913_,12.88
_26495_,12.88
_28072_,12.88
_30358_,12.88
_31416_,12.88
_31733_,12.88
_33838_,12.88
_35278_,12.88
_35429_,12.88
_35682_,12.88
_37350_,12.88
_37672_,12.88
_37996_,12.88
_38938_,12.88
_39407_,12.88
_40385_,12.88
_41391_,12.88
_41507_,12.88
_41970_,12.88
_11234_,12.875
_24226_,12.875
_26953_,12.87
_36375_,12.87
_02507_,12.86
_03541_,12.86
_07249_,12.86
_07871_,12.86
_08932_,12.86
_11360_,12.86
_11574_,12.86
_15308_,12.86
_18298_,12.86
_25157_,12.86
_26682_,12.86
_31074_,12.86
_31706_,12.86
_33665_,12.86
_40650_,12.86
_07400_,12.85
_08625_,12.85
_11947_,12.85
_01096_,12.84
_02435_,12.84
_02895_,12.84
_03270_,12.84
_04511_,12.84
_05088_,12.84
_07618_,12.84
_07863_,12.84
_08040_,12.84
_11971_,12.84
_13197_,12.84
_13499_,12.84
_13527_,12.84
_14662_,12.84
_15300_,12.84
_15313_,12.84
_17913_,12.84
_18184_,12.84
_24501_,12.84
_25045_,12.84
_25880_,12.84
_26222_,12.84
_26657_,12.84
_27327_,12.84
_27665_,12.84
_27952_,12.84
_28498_,12.84
_28535_,12.84
_31280_,12.84
_32396_,12.84
_32665_,12.84
_33165_,12.84
_33201_,12.84
_34699_,12.84
_35493_,12.84
_37283_,12.84
_37627_,12.84
_38574_,12.84
_39923_,12.84
_40293_,12.84
_40809_,12.84
_09484_,12.83
_24434_,12.83
_34061_,12.83
_00819_,12.82
_00887_,12.82
_03273_,12.82
_06679_,12.82
_11995_,12.82
_12549_,12.82
_14388_,12.82
_15578_,12.82
_21338_,12.82
_22949_,12.82
_24360_,12.82
_27294_,12.82
_30859_,12.82
_31314_,12.82
_36618_,12.82
_40234_,12.82
_42008_,12.82
_05398_,12.81
_00959_,12.8
_01063_,12.8
_01696_,12.8
_03770_,12.8
_05503_,12.8
_05864_,12.8
_07709_,12.8
_08258_,12.8
_09561_,12.8
_10175_,12.8
_10274_,12.8
_10663_,12.8
_10947_,12.8
_11955_,12.8
_12172_,12.8
_12398_,12.8
_14342_,12.8
_14860_,12.8
_15209_,12.8
_16684_,12.8
_22171_,12.8
_22483_,12.8
_23054_,12.8
_25280_,12.8
_27158_,12.8
_28264_,12.8
_29387_,12.8
_30933_,12.8
_30976_,12.8
_32129_,12.8
_32278_,12.8
_33125_,12.8
_36554_,12.8
_36890_,12.8
_37743_,12.8
_38549_,12.8
_40456_,12.8
_41811_,12.8
_42264_,12.8
_42345_,12.8
_38992_,12.79
_02575_,12.78
_19549_,12.78
_25652_,12.78
_28414_,12.78
_28682_,12.78
_32411_,12.78
_34627_,12.78
_37928_,12.78
_30374_,12.775
_06406_,12.77
_28127_,12.77
_35711_,12.77
_00941_,12.76
_00963_,12.76
_02560_,12.76
_02772_,12.76
_03267_,12.76
_03986_,12.76
_04565_,12.76
_09343_,12.76
_10870_,12.76
_12871_,12.76
_15207_,12.76
_16129_,12.76
_16861_,12.76
_24194_,12.76
_28394_,12.76
_29377_,12.76
_39907_,12.76
_40264_,12.76
_41567_,12.76
_27843_,12.755
_37606_,12.75
_00025_,12.74
_04197_,12.74
_04577_,12.74
_05978_,12.74
_06932_,12.74
_09805_,12.74
_13329_,12.74
_14560_,12.74
_19055_,12.74
_20029_,12.74
_30443_,12.74
_34169_,12.74
_36223_,12.74
_42050_,12.74
_42379_,12.74
_17834_,12.73
_39404_,12.73
_01708_,12.72
_02002_,12.72
_04344_,12.72
_04740_,12.72
_04937_,12.72
_05252_,12.72
_06959_,12.72
_07547_,12.72
_09873_,12.72
_10355_,12.72
_10694_,12.72
_15900_,12.72
_16288_,12.72
_17399_,12.72
_17986_,12.72
_18404_,12.72
_18670_,12.72
_22256_,12.72
_23101_,12.72
_24925_,12.72
_26700_,12.72
_26760_,12.72
_29252_,12.72
_29531_,12.72
_30416_,12.72
_30832_,12.72
_31682_,12.72
_31761_,12.72
_32206_,12.72
_36210_,12.72
_37146_,12.72
_37828_,12.72
_40270_,12.72
_41013_,12.72
_41043_,12.72
_41114_,12.72
_31438_,12.715
_04131_,12.71
_01809_,12.7
_03334_,12.7
_05840_,12.7
_05887_,12.7
_12873_,12.7
_15562_,12.7
_16208_,12.7
_16791_,12.7
_17147_,12.7
_17639_,12.7
_18405_,12.7
_19460_,12.7
_22462_,12.7
_24257_,12.7
_24727_,12.7
_24799_,12.7
_28010_,12.7
_28940_,12.7
_29446_,12.7
_30743_,12.7
_32070_,12.7
_32132_,12.7
_32814_,12.7
_33089_,12.7
_34820_,12.7
_34845_,12.7
_42225_,12.7
_09814_,12.695
_05882_,12.69
_00466_,12.68
_01100_,12.68
_01441_,12.68
_04860_,12.68
_09517_,12.68
_10151_,12.68
_10960_,12.68
_11016_,12.68
_11603_,12.68
_12155_,12.68
_14840_,12.68
_15083_,12.68
_17455_,12.68
_18028_,12.68
_20179_,12.68
_21647_,12.68
_22951_,12.68
_23733_,12.68
_24193_,12.68
_24399_,12.68
_29218_,12.68
_29439_,12.68
_30091_,12.68
_34937_,12.68
_36423_,12.68
_37485_,12.68
_37667_,12.68
_37715_,12.68
_38598_,12.68
_38887_,12.68
_38907_,12.68
_39024_,12.68
_39738_,12.68
_39811_,12.68
_39933_,12.68
_41794_,12.68
_03477_,12.665
_02299_,12.66
_02403_,12.66
_04798_,12.66
_05848_,12.66
_07791_,12.66
_09495_,12.66
_09554_,12.66
_11680_,12.66
_11755_,12.66
_14429_,12.66
_15531_,12.66
_16856_,12.66
_18205_,12.66
_19173_,12.66
_20410_,12.66
_24050_,12.66
_25536_,12.66
_25580_,12.66
_25679_,12.66
_25693_,12.66
_26915_,12.66
_28466_,12.66
_29011_,12.66
_33961_,12.66
_35034_,12.66
_35331_,12.66
_35416_,12.66
_36960_,12.66
_37609_,12.66
_39829_,12.66
_40188_,12.66
_40838_,12.66
_03537_,12.655
_03457_,12.64
_06221_,12.64
_08017_,12.64
_10439_,12.64
_10553_,12.64
_12957_,12.64
_13486_,12.64
_18618_,12.64
_21071_,12.64
_27677_,12.64
_29176_,12.64
_32189_,12.64
_33196_,12.64
_33312_,12.64
_33547_,12.64
_34385_,12.64
_34650_,12.64
_38567_,12.64
_40505_,12.64
_03968_,12.635
_35349_,12.635
_39400_,12.63
_39716_,12.63
_00711_,12.62
_01637_,12.62
_01805_,12.62
_02309_,12.62
_04483_,12.62
_07037_,12.62
_08082_,12.62
_08993_,12.62
_09611_,12.62
_09730_,12.62
_09829_,12.62
_09970_,12.62
_10478_,12.62
_11225_,12.62
_11871_,12.62
_12072_,12.62
_12949_,12.62
_14270_,12.62
_14532_,12.62
_15205_,12.62
_16669_,12.62
_16736_,12.62
_17774_,12.62
_17891_,12.62
_18902_,12.62
_19028_,12.62
_19198_,12.62
_19847_,12.62
_19874_,12.62
_21693_,12.62
_22525_,12.62
_23205_,12.62
_23265_,12.62
_23686_,12.62
_25287_,12.62
_26709_,12.62
_29752_,12.62
_32022_,12.62
_37453_,12.62
_38878_,12.62
_40924_,12.62
_03472_,12.61
_06537_,12.61
_30605_,12.61
_28223_,12.605
_02642_,12.6
_03325_,12.6
_03764_,12.6
_04524_,12.6
_05195_,12.6
_06856_,12.6
_08799_,12.6
_12970_,12.6
_13313_,12.6
_16200_,12.6
_17371_,12.6
_19730_,12.6
_20663_,12.6
_22689_,12.6
_24154_,12.6
_25119_,12.6
_25817_,12.6
_28903_,12.6
_29036_,12.6
_29334_,12.6
_31844_,12.6
_31876_,12.6
_32745_,12.6
_34493_,12.6
_35871_,12.6
_39597_,12.6
read_data[6],12.6
_02611_,12.585
_00751_,12.58
_01050_,12.58
_02041_,12.58
_02268_,12.58
_03686_,12.58
_05218_,12.58
_05634_,12.58
_06010_,12.58
_06232_,12.58
_10394_,12.58
_10635_,12.58
_13493_,12.58
_13690_,12.58
_14666_,12.58
_15468_,12.58
_17387_,12.58
_19189_,12.58
_19424_,12.58
_19694_,12.58
_19790_,12.58
_24167_,12.58
_25680_,12.58
_26693_,12.58
_27573_,12.58
_28283_,12.58
_31686_,12.58
_32110_,12.58
_32470_,12.58
_33370_,12.58
_36664_,12.58
_36909_,12.58
_37171_,12.58
_37216_,12.58
_38529_,12.58
_39556_,12.58
_42334_,12.58
_13373_,12.575
_26073_,12.575
_01273_,12.56
_01709_,12.56
_05128_,12.56
_05534_,12.56
_08312_,12.56
_15376_,12.56
_15630_,12.56
_15929_,12.56
_16258_,12.56
_16504_,12.56
_16937_,12.56
_16975_,12.56
_17754_,12.56
_18316_,12.56
_18466_,12.56
_19476_,12.56
_19715_,12.56
_19738_,12.56
_21919_,12.56
_22797_,12.56
_25050_,12.56
_25734_,12.56
_29044_,12.56
_30978_,12.56
_31095_,12.56
_31291_,12.56
_35069_,12.56
_36370_,12.56
_36860_,12.56
_37381_,12.56
_37873_,12.56
_28946_,12.555
_12895_,12.55
_20146_,12.55
_00586_,12.54
_01317_,12.54
_04933_,12.54
_06334_,12.54
_08205_,12.54
_08647_,12.54
_09044_,12.54
_10314_,12.54
_12316_,12.54
_12942_,12.54
_14169_,12.54
_16491_,12.54
_18304_,12.54
_19394_,12.54
_22504_,12.54
_22614_,12.54
_22919_,12.54
_24796_,12.54
_25864_,12.54
_26637_,12.54
_27958_,12.54
_28190_,12.54
_28459_,12.54
_28608_,12.54
_30119_,12.54
_31449_,12.54
_32299_,12.54
_32998_,12.54
_33197_,12.54
_35468_,12.54
_36486_,12.54
_38274_,12.54
stage8_inst.in5\[5\],12.54
_00785_,12.53
_01202_,12.53
_07443_,12.53
_33005_,12.525
_03975_,12.52
_05756_,12.52
_05879_,12.52
_09764_,12.52
_10894_,12.52
_12723_,12.52
_14354_,12.52
_15897_,12.52
_20891_,12.52
_20905_,12.52
_23649_,12.52
_25815_,12.52
_28211_,12.52
_30608_,12.52
_31788_,12.52
_36595_,12.52
_39662_,12.52
_40697_,12.52
_41962_,12.52
_18001_,12.51
_02848_,12.5
_03702_,12.5
_04337_,12.5
_07148_,12.5
_07626_,12.5
_08675_,12.5
_11013_,12.5
_11210_,12.5
_11477_,12.5
_11590_,12.5
_12365_,12.5
_13482_,12.5
_16614_,12.5
_17553_,12.5
_17968_,12.5
_19336_,12.5
_20524_,12.5
_21561_,12.5
_22860_,12.5
